ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,Cluster,PCA1,PCA2
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,198.272,8,0.2,61.96,1,0.5481036844428142,1.3065792550812605
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Storage,247.104,6,0.2,-58.6872,1,0.0020675989709631032,0.8571485015378606
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,86.304,6,0.2,9.7092,1,0.02743258678796316,0.7439406008924285
Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Art,4.16,2,0.2,0.364,0,-0.6016029501573669,-0.4110057517270226
Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Furniture,Furnishings,11.648,2,0.2,3.3488,0,-0.5855338667294949,-0.4108730547392495
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Fasteners,26.18,7,0.0,0.5236,1,0.33148932930540326,0.3182662686252965
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,7.3,2,0.0,3.431,0,-0.3275763106298161,-1.108260167833506
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Paper,74.352,3,0.2,23.235,0,-0.33571086882125845,-0.12200662350667257
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Storage,10.744,1,0.2,0.8058,0,-0.7231202854897547,-0.6925713978877597
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,8.376,3,0.2,2.7222,0,-0.4611168917827934,-0.1279951461717911
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,212.88,6,0.0,0.0,1,0.3930622171745933,0.10049833806478624
Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Furniture,Bookcases,203.983,2,0.15,16.7986,0,-0.28398303641118977,-0.5287583197334038
Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Storage,40.74,3,0.0,0.4074,0,-0.17199274955639832,-0.8105460903665934
Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Appliances,11.67,3,0.0,3.0342,0,-0.1946341244576786,-0.8229009622684131
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Phones,39.99,1,0.0,11.5971,0,-0.4005689228260671,-1.3871293781617557
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,16.28,2,0.0,6.512,0,-0.30969926515085117,-1.1076857886799008
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,782.94,3,0.0,203.5644,0,1.1615934878084617,-0.7201866585271185
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Binders,242.48,7,0.0,116.3904,1,0.878555227363878,0.29740513235731203
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,8.32,5,0.2,2.288,1,-0.20330073175053942,0.4393476028820738
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,10.464,6,0.2,1.7004,1,-0.07318812033440732,0.7240872136166047
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,82.896,3,0.2,29.0136,0,-0.3107413187739166,-0.12383166021692033
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Paper,34.24,4,0.0,16.0928,0,-0.005298621699858468,-0.5423840004605629
Second Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Bookcases,1573.488,7,0.2,196.686,1,2.213774358188309,1.391827445512994
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,335.52,4,0.2,117.432,0,0.3265935200161447,0.17437423705609234
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,23.912,2,0.8,-40.6504,3,-1.4825392916844784,1.717458627797871
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,27.056,2,0.2,2.3674,0,-0.5723844400242292,-0.40466683153277216
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,559.992,1,0.2,174.9975,0,0.33045196850017905,-0.6455685580812612
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,9.324,6,0.8,-24.7086,3,-0.9348391935981777,2.833079473425088
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,111.96,2,0.0,54.8604,0,-0.07582786873788536,-1.114493905927036
First Class,Home Office,United States,Appleton,Wisconsin,54915,Central,Office Supplies,Labels,21.56,7,0.0,10.3488,1,0.3541941486161102,0.3084667060216879
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,124.75,5,0.0,57.385,1,0.3330554036616618,-0.26162256501218956
Standard Class,Corporate,United States,Bellevue,Washington,98006,West,Office Supplies,Art,5.28,3,0.0,1.5312,0,-0.2054276479269825,-0.82388389116006
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Accessories,91.96,4,0.0,39.5428,0,0.11980348647230478,-0.5417294246244938
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,9.344,1,0.2,3.504,0,-0.7170204679726215,-0.6953084619573402
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,79.36,5,0.2,9.92,1,-0.10868471528088341,0.4578360932120775
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,171.96,2,0.0,44.7096,0,-0.04231864597165315,-1.08505459061678
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,35.352,9,0.2,12.8151,1,0.372191339640604,1.5740346892920967
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,18.9,6,0.0,9.072,1,0.21833659548719303,0.02509955684205321
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,2.78,1,0.0,0.7228,0,-0.4693545119088845,-1.3910855662671864
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,1044.63,5,0.4,-295.9785,3,-0.23048647293432872,1.7460207272728605
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,11.352,3,0.2,4.1151,0,-0.4541527336670902,-0.12811452008122334
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,354.9,5,0.0,17.745,1,0.45962505142018845,-0.14811251789484872
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,453.576,3,0.2,39.6879,0,0.10145890803802848,-0.0030814039373026516
First Class,Consumer,United States,Allen,Texas,75002,Central,Technology,Accessories,21.48,3,0.2,-0.2685,0,-0.45596185306671244,-0.1209211023249241
First Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Binders,8.784,4,0.8,-13.6152,3,-1.163467997989749,2.2566498426201376
Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,122.97,3,0.0,60.2553,0,0.08015652063394837,-0.8316365516914047
Standard Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,12.84,3,0.0,3.7236,0,-0.19149977307872523,-0.8230659940382162
First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,603.92,5,0.2,-67.941,1,0.2147060682144401,0.706148481807947
First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.84,3,0.0,10.4832,0,-0.16331707521620872,-0.8255486604977521
First Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,29.99,1,0.0,6.2979,0,-0.42569997707636076,-1.386212871289939
First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,381.44,2,0.2,23.84,0,-0.1468024740707484,-0.2986102215568324
First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,40.68,3,0.2,-9.153,0,-0.4609973141839049,-0.1068058877913278
First Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,763.28,5,0.3,-21.808,1,0.37696289599835986,1.0713560250329663
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,23.952,2,0.2,2.3952,0,-0.5755084852946515,-0.40577557717877455
Standard Class,Home Office,United States,Florence,Alabama,35630,South,Office Supplies,Paper,4.98,1,0.0,2.4402,0,-0.46228352493595093,-1.3917466255896842
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,170.88,3,0.0,49.5552,0,0.09965913446341505,-0.8059680494434857
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,307.98,2,0.0,89.3142,0,0.22269608612823355,-1.0746358867465606
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,382.806,9,0.4,-153.1224,1,0.004431176893820511,2.5295663101721964
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,41.96,2,0.0,2.9372,0,-0.2932051898680135,-1.0957269083064285
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,1217.568,2,0.2,456.588,0,1.9255853752102157,-0.3666352358005795
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,47.04,3,0.0,18.3456,0,-0.11534077504360798,-0.8232841167817898
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,6.16,2,0.0,2.9568,0,-0.3300780379291198,-1.1082638918378516
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,979.95,5,0.0,274.386,1,1.8219075088168804,-0.1432737941730493
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,143.7,3,0.0,68.976,0,0.12592174904688647,-0.831650250968243
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,10.65,3,0.0,5.0055,0,-0.19017468207966048,-0.8248996639206999
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,247.8,4,0.0,34.692,0,0.2669898351289281,-0.4831856825191738
Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Art,10.96,4,0.0,2.9592,0,-0.06603222810467009,-0.5395864700571009
Standard Class,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Art,33.488,7,0.2,5.8604,1,0.09173602733815124,1.0121749261399464
Standard Class,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Fasteners,8.04,5,0.2,2.9145,1,-0.2018379157905351,0.4387278411993939
Second Class,Consumer,United States,Olympia,Washington,98502,West,Technology,Phones,201.568,4,0.2,22.6764,0,-0.07650559036440295,0.2064513944772203
Same Day,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,13.44,3,0.0,6.5856,0,-0.18287898895735277,-0.8252400150155806
First Class,Home Office,United States,Peoria,Illinois,61604,Central,Furniture,Bookcases,359.058,3,0.3,-35.9058,0,-0.3384955481910738,0.3747257064419286
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,47.992,2,0.3,-2.0568,0,-0.6942649811017236,-0.045760626743528834
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,547.3,13,0.0,175.136,1,2.1344875501634824,2.0560832522098513
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Paper,16.896,4,0.2,5.28,0,-0.3156332007012348,0.15635448211739067
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Supplies,6.672,1,0.2,0.5004,0,-0.7281744174644181,-0.6937411564751795
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Art,99.136,4,0.2,8.6744,0,-0.22131233481407486,0.18228970172849382
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Furniture,Furnishings,15.992,2,0.6,-13.993,3,-1.153964468457498,0.9966867914055356
Second Class,Corporate,United States,Dover,Delaware,19901,East,Furniture,Furnishings,211.96,2,0.0,42.392,0,-0.007538497643637858,-1.0691346148843983
Standard Class,Consumer,United States,Smyrna,Tennessee,37167,South,Office Supplies,Art,6.672,3,0.2,1.668,0,-0.4658220101503527,-0.12771301980089553
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Art,155.94,6,0.0,45.2226,1,0.4607668607990198,0.04291664013953998
Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,39.96,5,0.2,12.987,1,-0.14075071199692124,0.4415017582586097
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.46,3,0.0,1.5288,0,-0.20524868836537388,-0.8238189390834143
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,73.2,5,0.0,21.228,1,0.17879005497165829,-0.24953512616698728
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,5.84,1,0.2,1.971,0,-0.7249209638485911,-0.6952570558553827
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,22.72,4,0.0,10.224,0,-0.03359010219557951,-0.5415246562850292
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,9.336,3,0.2,3.2676,0,-0.4586017656636507,-0.12811368027875553
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Bookcases,290.666,2,0.15,27.3568,0,-0.16504990603008915,-0.507236200384435
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,201.584,2,0.2,20.1584,0,-0.3426170861190357,-0.3584463488546723
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,83.984,2,0.2,31.494,0,-0.4322280346845128,-0.40901749664571246
Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Storage,1000.02,7,0.0,290.0058,1,2.145369094797307,0.4177358396133176
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,83.976,3,0.2,-13.6461,0,-0.42889984170006173,-0.0879211186862284
Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,3.75,1,0.0,1.8,0,-0.4653422076174841,-1.3916435586411333
Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,41.4,4,0.0,19.872,0,0.012653198494083058,-0.5430277026766541
Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Art,29.79,3,0.0,12.5118,0,-0.14944488545487702,-0.8244579301396234
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,59.48,2,0.0,8.922,0,-0.25840039293741573,-1.094584438824311
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,6.69,1,0.0,3.0774,0,-0.4587381106739907,-1.3916793189847847
Standard Class,Consumer,United States,Kent,Washington,98031,West,Furniture,Furnishings,198.46,2,0.0,99.23,0,0.13745001744592977,-1.1211985397027853
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Labels,786.48,8,0.0,385.3752,1,2.3212907943982852,0.5471162406154658
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Binders,23.168,2,0.2,7.8192,0,-0.5611521821729664,-0.41056762044276784
Standard Class,Consumer,United States,Kent,Washington,98031,West,Technology,Accessories,50.0,2,0.0,10.5,0,-0.26376705833946035,-1.0992143388908073
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,675.96,5,0.2,84.495,1,0.7152120580401335,0.604374166950049
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,1265.85,3,0.0,556.974,0,2.647814720105824,-0.8456619471795089
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,523.25,5,0.0,141.2775,1,0.9786631763954954,-0.19212868330434102
Standard Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Chairs,517.5,6,0.0,155.25,1,1.1413418195605702,0.07772244790597775
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,17.92,5,0.2,2.464,1,-0.19290626615912465,0.4425585009251989
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,41.256,6,0.7,-34.38,3,-0.7978353701398875,2.504404013148319
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,1006.056,3,0.2,88.0299,0,0.8065009450032589,0.14987660745855083
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,10.688,2,0.2,3.7408,0,-0.585428109901413,-0.41153531535458704
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,10.368,2,0.2,3.6288,0,-0.5860713309863058,-0.41155394295681363
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,25.12,2,0.2,1.57,0,-0.5766108772113399,-0.40467974272751056
Same Day,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Accessories,58.112,2,0.2,7.264,0,-0.5266597844968213,-0.3978838927214171
Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Office Supplies,Paper,15.552,3,0.2,5.4432,0,-0.4461071960896079,-0.12775183910550422
Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Office Supplies,Storage,669.08,5,0.2,-167.27,1,0.004203895955496707,0.8116722328888398
Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Technology,Phones,438.336,4,0.2,-87.6672,0,-0.14079015470486095,0.38116762730631526
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,19.44,3,0.0,9.3312,0,-0.16901355624551637,-0.8254284913107409
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Binders,9.64,2,0.0,4.4344,0,-0.32235719124975043,-1.1082775469921093
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,12.7,2,0.0,5.842,0,-0.315265287427857,-1.108379786988667
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Furnishings,41.37,3,0.0,17.3754,0,-0.12390196046855265,-0.8244590221517663
Standard Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Fasteners,12.624,2,0.2,3.945,0,-0.5828602045729472,-0.4110283061981786
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,1247.64,3,0.0,349.3392,0,2.048503601696313,-0.6790840812269215
First Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Copiers,3149.93,7,0.0,1480.4671,1,7.691416860167158,0.17806459114806852
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Paper,209.7,2,0.0,100.656,0,0.15303102403141194,-1.1184552403062884
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,35.36,2,0.2,-3.094,0,-0.5790884410148351,-0.3972135987889388
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,3.168,2,0.2,-0.7128,0,-0.6056368290540263,-0.41045578678678657
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,121.104,6,0.7,-100.92,3,-0.9015119067833296,2.5877535748399096
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,45.894,1,0.4,-9.1788,0,-0.9769918100501005,0.02383644830794916
Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,109.92,2,0.0,53.8608,0,-0.08072691410962145,-1.1143747702124494
Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,13.36,2,0.0,6.4128,0,-0.31298859484119684,-1.1086243993988851
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,169.68,6,0.0,45.8136,1,0.4765920316411058,0.04722978917953767
First Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,132.52,4,0.0,54.3332,0,0.20299364592916147,-0.5398634735278053
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,2.96,2,0.0,1.4208,0,-0.3376733459681966,-1.10810366625517
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,8.448,2,0.2,2.9568,0,-0.5899306574956626,-0.4116657085701731
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,95.94,3,0.0,9.594,0,-0.08936915343799856,-0.7988923497431495
First Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,34.79,7,0.0,10.7849,1,0.3690601692524356,0.3127305100180485
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,160.776,3,0.2,10.0485,0,-0.2834328625505473,-0.08079725806435097
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,88.752,3,0.2,27.735,0,-0.3082757096229098,-0.1207185956692852
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,13.904,2,0.2,5.214,0,-0.5779918808268564,-0.411637636697113
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,677.58,5,0.4,-158.102,3,-0.22360818197252985,1.502806632838875
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,13.896,3,0.7,-9.264,3,-1.1444670373802155,1.623414108267343
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,41.92,5,0.2,3.668,1,-0.16478402945637222,0.4499493825085409
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,297.576,3,0.2,-7.4394,0,-0.1912183987971557,-0.018386644982592144
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,4.344,3,0.2,0.8688,0,-0.47045782739831726,-0.1278615294172794
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,94.992,2,0.2,-2.3748,0,-0.5155673038063058,-0.37695700775127855
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,74.352,3,0.2,23.235,0,-0.33571086882125845,-0.12200662350667257
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,14.04,3,0.2,1.5795,0,-0.4584693666305127,-0.12506242759886885
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,1018.104,4,0.4,-373.3048,3,-0.6035890774066466,1.5176511141220597
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,16.68,3,0.2,5.2125,0,-0.4455886814106445,-0.127165174995409
First Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Technology,Accessories,58.58,2,0.0,19.3314,0,-0.23022503034917796,-1.1035695736961912
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,167.968,4,0.2,62.988,0,0.0015435314106763806,0.1611231573680077
First Class,Consumer,United States,Suffolk,Virginia,23434,South,Office Supplies,Labels,196.62,2,0.0,96.3438,0,0.1274825141891625,-1.119438038082384
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,21.936,2,0.6,-10.4196,3,-1.1378423480919313,0.9957892248472157
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.588,3,0.8,-10.2114,3,-1.2857604148616049,1.9695463295419204
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,104.28,3,0.0,26.07,0,-0.03470109668498239,-0.8096989886732705
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,17.94,3,0.0,8.7906,0,-0.172072271225582,-0.8255028143859925
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,64.784,1,0.2,-14.5764,0,-0.7103853003861269,-0.6608591030434897
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,32.382,3,0.4,4.3176,3,-0.6941068364361199,0.5748698028022746
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,42.368,2,0.2,8.4736,0,-0.5395177688019133,-0.40439770436934486
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,399.54,4,0.7,-559.356,3,-2.155137772331385,2.499980943857011
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,18.97,1,0.0,9.1056,0,-0.4292170237566248,-1.3924056315687623
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,14.82,3,0.0,6.2244,0,-0.1824654024708766,-0.8244565184451695
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,99.28,2,0.2,12.41,0,-0.46980731657178,-0.387772127016347
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.188,2,0.7,-0.99,3,-1.2639859420892183,1.3285775707123852
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,7.518,2,0.7,-5.7638,3,-1.2708036557515354,1.3347676914003204
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,10.368,2,0.2,3.6288,0,-0.5860713309863058,-0.41155394295681363
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,310.88,2,0.2,23.316,0,-0.2210500663658717,-0.3228513501429541
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,853.092,6,0.4,-227.4912,3,-0.1070295860850856,1.9054871704841878
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Paper,33.45,5,0.0,15.387,1,0.12145709681889388,-0.25857207099725393
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,10.4,5,0.0,5.096,1,0.06890837948449784,-0.2580618060504248
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,21.88,5,0.2,6.2905,1,-0.17812299491492695,0.4407562358516135
Second Class,Home Office,United States,Plano,Texas,75023,Central,Technology,Accessories,13.616,2,0.2,3.5742,0,-0.582873680225469,-0.41037251218812193
Second Class,Home Office,United States,Bayonne,New Jersey,7002,East,Technology,Accessories,63.96,4,0.0,19.8276,0,0.035799667362061284,-0.535100607335248
Second Class,Home Office,United States,Bayonne,New Jersey,7002,East,Office Supplies,Binders,14.46,3,0.0,7.0854,0,-0.1804294662714847,-0.8252995828728741
Second Class,Home Office,United States,Bayonne,New Jersey,7002,East,Technology,Phones,104.98,2,0.0,52.49,0,-0.08965514582517506,-1.114960691694159
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,106.96,2,0.0,31.0184,0,-0.14764536916233234,-1.0963837279414024
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,21.56,7,0.0,10.3488,1,0.3541941486161102,0.3084667060216879
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,515.88,6,0.0,113.4936,1,1.0229237930973536,0.11193630241686335
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,11.808,2,0.2,4.2804,0,-0.582764160274322,-0.4115930601816263
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,1931.04,9,0.1,321.84,1,3.3227018839448377,1.63173368437548
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,9.96,2,0.0,4.6812,0,-0.32133708194074206,-1.1083711992368706
Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Fasteners,12.35,5,0.0,5.8045,1,0.07290070154494765,-0.25796995044966575
Same Day,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,9.702,3,0.7,-7.1148,3,-1.1427841795738822,1.6201571554593748
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,11.61,2,0.7,-9.288,3,-1.2764360981314815,1.3391342585819679
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,43.86,6,0.0,20.6142,1,0.2763537135102635,0.024215123268122456
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,148.48,2,0.2,16.704,0,-0.40705196486533546,-0.37414159532413244
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,7.42,2,0.0,3.71,0,-0.3266724728334014,-1.108450588445105
